doc_id,text,label,category,word_count
doc_12119,"Disclaimer -- This is for fun. In my computerized baseball game, I keep track of a category called ""stolen hits"", defined as a play made that ""an average fielder would not make with average effort."" Using the 1992 Defensive Averages posted by Sherri Nichols (Thanks Sherri!), I've figured out some defensive stats for the centerfielders. Hits Stolen have been redefined as ""Plays Juan Gonzalez would not have made."" OK, I realize that's unfair. Juan's probably the victim of pitching staff, fluke shots, and a monster park factor. But let's put it this way: If we replaced every centerfielder in the league with someone with Kevin's 55.4% out making ability, how many extra hits would go by? To try and correlate it to reality a little more, I've calculated Net Hits Stolen, based on the number of outs made compared to what a league average fielder would make. By the same method I've calculated Net Extra Bases (doubles and triples let by). Finally, I throw all this into a a formula I call Defensive Contribution, or DCON :->. Basically, it represents the defensive contribution of a player. I add this number to OPS to get DOPS (Defense + Onbase Plus Slug), which should represent the player's total contribution to the team. So don't take it too seriously. The formula for DCON appears at the end of this article. The short version -- definition of terms HS -- Hits Stolen -- Extra outs compared to Kurt Stillwell NHS -- Net Hits Stolen -- Extra outs compared to average fielder NDP -- Net Double Plays -- Extra double plays turned compared to avg fielder NEB -- Net Extra Bases -- Extra bases prevented compared to avg. fielder DCON -- Defensive Contribution -- bases and hits prevented, as a rate. DOPS -- DCON + OPS -- quick & dirty measure of player's total contribution. National League Name HS NHS NEB DCON DOPS Nixon, O. 34 12 15 .083 .777 Grissom, M. 48 18 12 .072 .812 Jackson, D. 46 13 20 .060 .735 Lewis, D. 25 8 -6 .029 .596 Dykstra, L. 25 5 -5 .013 .794 Dascenzo, D. 10 -5 10 .001 .616 Finley, S. 32 -2 2 -.003 .759 Lankford, R. 39 4 -12 -.007 .844 Martinez, D. 21 5 -16 -.017 .660 VanSlyke, A. 30 -4 -17 -.040 .846 Sanders, R. 7 -10 -4 -.059 .759 Butler, B. 1 -29 5 -.088 .716 Johnson, H. 3 -12 -19 -.118 .548 Ordered by DOPS .846 VanSlyke .844 Lankford .812 Grissom .794 Dykstra .777 Nixon .759 Finley .759 Sanders .735 Jackson .730 *NL Average* .716 Butler .660 Martinez .616 Dascenzo .596 Lewis .548 Johnson American League --------------- Name HS NHS NEB DCON DOPS Lofton, K. 57 32 17 .220 .947 Wilson, W. 47 26 0 .125 .787 White, D. 52 25 28 .119 .812 Felix, J. 22 0 32 .063 .713 Devereaux, M. 43 16 0 .047 .832 McRae, H. 38 11 -1 .038 .631 Yount, R. 31 8 -3 .022 .737 Kelly, R. 13 -6 -3 -.025 .681 Johnson, L. 23 -5 -13 -.040 .641 Griffey, K. 15 -9 -12 -.052 .844 Puckett, K. 13 -13 -15 -.063 .801 Cuyler, M. 6 -10 -6 -.088 .503 Gonzalez, J. 0 -21 -15 -.095 .738 Order by DOPS .947 Lofton .844 Griffey .832 Devereaux .812 White .801 Puckett .787 Wilson .738 Gonzalez .737 Yount .713 Felix .709 *AL Average* .681 Kelly .641 Johnson .631 McRae .503 Cuyler More discussion -- DCON formula: ((NHS + NDP)/PA) + ((NHS + NDP + NEB)/AB) Why such a bizzare formula? Basically, it's designed to be added into the OPS, with the idea that ""a run prevented is as important as a run scored"". The extra outs are factored into OBP, while the extra bases removed are factored into SLG. That's why I used PA and AB as the divisors. For more discussion see the post on Hits Stolen -- First Base 1992 -- Dale J. Stephenson |*| |*| Baseball fanatic",9,rec.sport.baseball,662
doc_5044,"I know someone had long talks about Solar Sails early this year and late last year..Also about Solar Sailing. Not sure who captured it if possible.. I think it was one of the regulars who had most or all the data? I think I started the latest round or the late last year round.. But the topic has been around here, off and on for a year or two..",14,sci.space,69
doc_15308,"The AIAA San Gabriel Valley Section is sponsoring the following lecture on Mars exploration at the Jet Propulsion Lab. Admission is free and open to the public. The Next Frontier: The Challenge of Mars Exploration DATE: May 6, 1993 TIME: 6:00PM - 8:30 PM LOCATION: Von Karman Auditorium Jet Propulsion Lab 4800 Oak Grove Drive Pasadena, California The following five speakers will be featured: A Science Fiction Perspective Tom McDonaugh Science Fiction Writer Mars Observer Dr. Arden Albee Project Scientist, Mars Observer - JPL Mars '94 Dr. Arthur L. Lane Instrument Manager, Mars '94 - JPL Mars Environmental Survey (MESUR) Richard Cook Mission Designer - JPL Manned Mission to Mars Dr. Robert Zubrin Senior Engineer, Martin Marietta Astronautics",14,sci.space,118
doc_13462,"Excuse me? Quality? As in grade A CO2 and grade B CO2? I may not have this quite right but I was under the impression that CO2 was CO2. Furthermore, A) There is no reason to believe this system is inherently stable- The Ice ages occured without any help from humans. B) The point was that the human contribution of CO2 and other greenhouse gasses is insignificant and it won't really make a difference if we make more or less. C) What overwhelming data? I see lots of 'projections' of the future, which is fascinating, considering they can't predict the weather two weeks in advance.",18,talk.politics.misc,105
doc_11603,It means that the EFF's public stance is complicated with issues irrelevant to the encryption issue per se. There may well be people who care about the encryption issue who don't care to associate themselves with the network erotica issue (or may even disagree with the EFF's position).,11,sci.crypt,48
doc_7050,"[...details deleted...] Oh, great. We fans can subsidize the cost of speeding up the games that we don't want to see sped up. Terrific. Oh. I forgot. Checking off that box to finance Presidential campaigns doesn't cost us taxpayers anything. Do you believe in the Tooth Fairy, too? -- The Beastmaster (sorry. I hate to be so sarcastic on such a beautiful day.)",9,rec.sport.baseball,63
doc_16115,"Antihistamines have been the active ingredient of OTC sleep aids for decades. Go to any drugstore and look at the packages of such sleep aids as Sominex, Nytol, etc. The active ingredient is: diphenhydramine, the same antihistamine that's in Benadryl. -- Steven Litvintchouk MITRE Corporation 202 Burlington Road Bedford, MA 01730-1420",13,sci.med,51
doc_9791,"I've only ever seen this called once. Back around 1979-1980. I think that Steve Carlton was pitching. On the other hand, I am not sure how much effect this would have. It seems that most of the time lost is when there are runners on base and the rule does not cover this. I have wondered why a pitcher is given 8 pitches when he enters the game. Let's be serious. The relief pitcher has normally been throwing out in the bullpen for a few minutes. Does he really need 8 more pitches?",9,rec.sport.baseball,93
doc_11416,"No, the argument says John has known Q, ie a codified version of the logia, and not the original, assuming that there has been one. It has weaknesses, of course, like that John might have known the original, yet rather referred to Q in his text, or that the logia were given in a codified version in the first place. The argument alone does not allow a firm conclusion, but it fits well into the dating usually given for the gospels. Not necessarily, Luke may have trusted the version he knew better than the version given by Matthew. Improving on Matthew would give a motive, for instance. As far as I know, the theory that Luke has known Matthew is based on a statistical analysis of the texts. Yep, but it will take another day or so to get the source. I hope your German is good enough. :-) I still do not see how copies from 200 allow to change the dating of John. Yes, but an if gives only possibilities and no evidence. The authencity of many letters is still discussed. It looks as if conclusions about them are not drawn because some pet dogmas of the churches would probably fall with them as well. Well, rather like some newsletter of a political party reporting from the big meeting. Not necessarily wrong, but certainly bad. Yes, but the accuracy of their tradition is another problem.",0,alt.atheism,237
doc_3449,"If you think that's bad, just wait until he tries Dunston in the leadoff spot again. Yes, I also wonder if they can win with this manager. I never believed managers had that much to do with winning until I saw how much they had to do with losing....",9,rec.sport.baseball,49
doc_5163,Thanks to whoever posted this wonderful parody of people who post without reading the FAQ! I was laughing for a good 5 minutes. Were there any parts of the FAQ that weren't mentioned? I think there might have been one or two... Please don't tell me this wasn't a joke. I'm not ready to hear that yet...,0,alt.atheism,57
doc_10375,"Contact Chris Arthur at He restores lots of old video and arcade games and knows where to get parts. Tony ----------------------------------------------------------------------- -- Anthony S. Pelliccio, kd1nr/ae // Yes, you read it right, the // -- system @ garlic.sbs.com // man who went from No-Code // -----------------------------------// (Thhhppptt!) to Extra in // -- Flame Retardent Sysadmin // exactly one year! // ------------------------------------------------------------------- -- This is a calm .sig! --",12,sci.electronics,68
doc_15397,Could anyone give me information on Umbilical hernias. The patient is over weight and has a protruding hernia. Surgery may be risky due to the obesity. What other remedies could I try? Thanx in advance,13,sci.med,35
doc_11194,"The biblical arguments against homosexuality are weak at best, yet Christ is quite clear about our obligations to the poor. How as Christians can we demand celibacy from homosexuals when we walk by homeless people and ignore the pleas for help? Christ is quite clear on our obligations to the poor. Thought for the day: MAT 7:3 And why beholdest thou the mote that is in thy brother's eye, but considerest not the beam that is in thine own eye? Or how wilt thou say to thy brother, Let me pull out the mote out of thine eye; and, behold, a beam is in thine own eye?",15,soc.religion.christian,107
doc_2117,"Could someone explain where these names come from? I'm sure there's a perfectly good reason to name a planetoid ""Smiley,"" but I'm equally sure that I don't know what that reason is. Read John le Carre's ""Tinker, Tailor, Soldier, Spy"", ""The Honorable Schoolboy"" or ""Smiley's People"".",14,sci.space,46
doc_9129,"I just ordered a Saturn SL1 after considering a few imports. Frankly, the Saturn way of doing business and service was a *very* big plus. I hadn't bought a new car since I bought my Honda 4WD back in '85, and I was unbelieveably offended by most salespeople I met. Saturn was indeed very different. I made three different visits to the dealer where I bought my car, and was never pressured. Saturn also had the best after-sales support, and the fixed pricing made it *very* easy for me to decide exactly what I wanted to buy. Another big selling point was running into my mechanic at the dealer. He's been fixing imports for 20 years...and bought a Saturn, based on what he's seen and heard from his customers. Saturn also has a good extended warranty program; $675 for 6 year/60K miles, fully refunded if you don't use it. That works out to an actual cost of $170 or so, based on the 6 year treasury rates. Using savings account rates it's more like $120. In the first three years it also buys you free rental during any warranty work, without counting against the refund.",7,rec.autos,195
doc_11957,"The Apocryphal books that are in the Septuagint were part of the canon used by the Greek-speaking churches from the inception of the church. They were not added later (or much later). This is a common misconception. The preference of the Hebrew canon over the Greek canon is a later innovation. The church did not need to be guided to ""add"" the books since they were part of the faith once received by the apostles and passed to the Church. Larry Overacker --",15,soc.religion.christian,83
doc_10687,"How about this: The TelCo has your Clipper key. The TelCo has your intended partner's key, if he is using one. Whenever you call, the message gets decrypted and reencrypted wihtout y key exchange. I know it's a stupid system, but for the feds, it'd be great. The point of this isn;t to take over the crypto market, BTW. Clinton doen not want people to have any sort of crypto at all (just like Busch). But he needs some support for the ""technology initiative"" garbage he's pushing (industrial policy stuff) and a computer hip designed by the gov't is just the thing. Who's going to thing about the (literal) Billions of Dollars it took for a government agency to design?",11,sci.crypt,120
doc_5826,"I`ve been happy with aXe under Linux. Now I wanted to use it under HP-UX, too. However, my attempts have ended in core dumps this far (Bus Error). Has anybody else been more successful? Jim Wight`s INSTALL file does say there have been problems with HP`s... Data: aXe 5.0; HP-UX 9.01; X11R4 or X11R5 doesn`t seem to matter (shared libs); HP 9000/720. Thanks in advance,",5,comp.windows.x,65
doc_3090,"I have also been looking for this, but I have come up with nothing. I have looked in ftp.ncsa.uiuc.edu which is supposed to have a lot of image-specs. Email is preferred. If there is enough interest, I will post a summary. ------------------------------------------------------------------------",1,comp.graphics,42
doc_5267,"i've been using an identical setup, except for the tower config, for several months now. from previous discussions on the net, the first thing to check for is DMA conflicts with other devices, especically if you've got any funky ones. next off, suspect your tape - try a fresh one. good luck !",3,comp.sys.ibm.pc.hardware,53
doc_2141,"Here's the scoop: For the past two years, I have been using an SE/30 with a Sony 1304s and a Lapis video card. This past month, I bought a Quadra 800 and am now using the Sony on it. My SE/30 has been shipped home to my father who is planning on getting an Apple 14"" monitor (The Trinitron one). My question is this: What kind of power cord will he get with the Apple monitor. Does it come with two types? As I recall, one can hook up the power cord of an apple monitor to the back of a machine such as my Quadra 800. However, for my father's SE/30, there is no extra plug which allows use of the SE/30's power supply. He needs to plug it into the socket separately. So...does the monitor come with a cable that will allow him to do this? Will have to buy a different cable? IF yes, where can he purchase such a cable? or apple kind enough to provide both types of cables? Thanks in advance, Derek ****************************************************************************** DEREK FONG * EMAIL: Dept. of Physical Oceanography *",4,comp.sys.mac.hardware,188
doc_8879,"Give the new Viewsonic 17 a good look. I have seen it side by side with an old Viewsonic 7, a MAG 17, a Nanao 17"" (not the Trinitron one), and a Sony OEM 17"" (which does have a Trinitron tube). The new Viewsonic beat all of them easily in terms of picture quality, and I think it is far superior to the 16"" Sun that I am staring at now. The place asks $1178 for it; I would have bought it if I had not just bought a 15"" Nanao F340iw a week earlier :(",3,comp.sys.ibm.pc.hardware,96
doc_2267,"What you have is one of the LD players from a video game (Dragon's Lair, Space Ace, etc). Call Pioneer Technicial Support 213-498-0300 (at least that's the number I called them at) and ask for the LD-V1000 Interface Guide. It shows how the parallel interface should be wired and the codes for the commands (play, pause, reject, etc). The guide is mainly for hooking the player to a computer, but with a little work, you could build a wired controller.",12,sci.electronics,80
doc_11039,"I thought I read that FastMicro was having some financial difficulties, is this true? I can't seem to find the posting about it and was wondering if someone can confirm this.",3,comp.sys.ibm.pc.hardware,31
doc_6057,"In Des Moines, Iowa, about a year ago, some kid dropped a rock from an overpass and hit car just behind the windshield. It put a dent in the roof, so I guess I was lucky it hit metal. It's frustrating that we can't do much. Bother the city government to put covers on all overpasses? Slow down/speed up a bit when driving under all overpasses in the city? I like the first better, but that will take time and lots of people talking to the city governments. Just another .02...",7,rec.autos,91
doc_7676,"I would hope that if you intend to have a reasonable discussion you might wait until I express an opinion before deciding I should be flamed for it. As for 'war' I am not sure how I would define it. If you just look at attacks on villages then there is no way of deciding when it started. Would you count the riots in the 20's and 30's? Violence but not war. I personally think that 'war', as opposed to civil disturbance or whatever, requires organisation, planning and some measure of regualr or semi-regular forces. Perhaps the Arab Liberation Army counts. I could easily be convinced it was so. From what I know they did not have a great deal of planning let alone organisation. The Haganah and Palmach certainly did. That is not a cause for criticism, it merely reflects the great organisation generally in the 'Zionist' camp. Now you are being silly aren't you? In any case the war did NOT start with the invasion of the Arab Armies. You see we both agree on something. And the previous posters were wrong, no? Again I am not sure, I doubt you want my opinion anyway, but I think war requires organisation as I said before. It needs a group to command and plan. If Fatah lauches rockets from Southern Lebanon (and are you sure you have the right group - not the Moslems again?) then that sounds like war to me. Stone throwing does not. Joseph Askew",17,talk.politics.mideast,249
doc_13973,"posting for a friend 1982 porsche 928 new this vehicle was $74,000 today book list this vehicle between 11,500 to 15,000 perfect in every way with all options including new paint, leather interior, sunroof and low miles call (408) 264-4444 ask for frank and lets negotiate trades considered",6,misc.forsale,48
doc_10987,Mind posting those to the euro archive? We have a directory specifically for BMWs. ftp: 134.29.65.5 (Vax2.Winona.MSUS.EDU) user: euro pass: spooge cd bmw get and put as you please.,8,rec.motorcycles,29
doc_2054,"The 68070 is made by someone other than Motorola (Signetics perhaps), and was (if memory serves me correctly) a 68000 compatible single chip micro type chip. IE built in extra toys like serial ports, ram interfaces etc. So, laugh all you want, but there is such a critter!",1,comp.graphics,48
doc_4826,"The BATF warrant was unsealed yesterday. The entire operation was illegal from day ONE. No authority for a ""no-knock"" raid. No authority to use the Texas helicopters. No authority to search for a ""drug lab"". More ATF lies.",18,talk.politics.misc,38
doc_9272,"It's always possible, but if this is the case, I think that there is some blatant discrimination going on here. Clearly Selig is allowing the opposition to use pre-1920 baseballs against the Dodgers. And almost more impressive was that he also got an intentional walk. -------------------------------------------------------------------------------- We will stretch no farm animal beyond its natural length Paul Andresen Hewlett-Packard (503)-750-3511",9,rec.sport.baseball,60
doc_3,Think! It's the SCSI card doing the DMA transfers NOT the disks... The SCSI card can do DMA transfers containing data from any of the SCSI devices it is attached when it wants to. An important feature of SCSI is the ability to detach a device. This frees the SCSI bus for other devices. This is typically used in a multi-tasking OS to start transfers on several devices. While each device is seeking the data the bus is free for other commands and data transfers. When the devices are ready to transfer the data they can aquire the bus and send the data. On an IDE bus when you start a transfer the bus is busy until the disk has seeked the data and transfered it. This is typically a 10-20ms second lock out for other processes wanting the bus irrespective of transfer time.,3,comp.sys.ibm.pc.hardware,144
doc_3058,".................... This example is probably wrong. There is the case of one famous physicist telling another that he was probably wrong. As I recall the quote: Your ideas are crazy, to be sure. But they are not crazy enough to be right. The typical screwball is only somewhat screwy.",13,sci.med,49
doc_11727,"2SC1096 Maximum Ratings: VCBO = 40V VCEO = 30V IC = 3A PC = 10W (T=25C) ICBO max = 1uA VCB = 30V COB = 55pF at Q-point VCE=5, IC=1A --> hfe = 100 2SA634 Maximum Ratings: VCBO = -40V VCEO = -30V IC = -3A PC = 10W (T=25C) ICBO max = -1uA VCB = -30V COB = 75pF at Q-point VCE = -5V, IC = -1A --> hfe = 100 That's all i can get from my data book, hope that helps.",12,sci.electronics,84
doc_15764,"We've heard a lot of talk about brainwashing in Waco but the brainwashing of the general population never ceases to amaze me. Here is an example of action being taken which results in the worst possible outcome and despite people's deep intuition telling them something is wrong the programming will still cut in and say that the agents probably acted in good faith. NO THEY DIDN'T. They either did not have enough information to act in good faith or else they acted knowing the risk. Sums up human stupidity all over and one of these days it will destroy the fucking planet: ""Oh sorry. Didn't think they would respond by launching a strike. All our best calculations told us they were bluffing.""",16,talk.politics.guns,122
doc_5385,"TEXT 45 trai-gunya-visaya veda nistrai-gunyo bhavarjuna nirdvandvo nitya-sattva-stho niryoga-ksema atmavan trai-gunya--pertaining to the three modes of material nature; visayah--on the subject matter; vedah--Vedic literatures; nistrai-gunyah--transcendental to the three modes of material nature; bhava--be; arjuna--O Arjuna; nirdvandvah--without duality; nitya-sattva-sthah--in a pure state of spiritual existence; niryoga-ksemah--free from ideas of gain and protection; atma-van--established in the self. TRANSLATION The Vedas deal mainly with the subject of the three modes of material nature. O Arjuna, become transcendental to these three modes. Be free from all dualities and from all anxieties for gain and safety, and be established in the self. PURPORT All material activities involve actions and reactions in the three modes of material nature. They are meant for fruitive results, which cause bondage in the material world. The Vedas deal mostly with fruitive activities to gradually elevate the general public from the field of sense gratification to a position on the transcendental plane. Arjuna, as a student and friend of Lord Krsna, is advised to raise himself to the transcendental position of Vedanta philosophy where, in the beginning, there is brahma-jijnasa, or questions on the supreme transcendence. All the living entities who are in the material world are struggling very hard for existence. For them the Lord, after creation of the material world, gave the Vedic wisdom advising how to live and get rid of the material entanglement. When the activities for sense gratification, namely the karma-kanda chapter, are finished, then the chance for spiritual realization is offered in the form of the Upanisads, which are part of different Vedas, as the Bhagavad-gita is a part of the fifth Veda, namely the Mahabharata. The Upanisads mark the beginning of transcendental life. As long as the material body exists, there are actions and reactions in the material modes. One has to learn tolerance in the face of dualities such as happiness and distress, or cold and warmth, and by tolerating such dualities become free from anxieties regarding gain and loss. This transcendental position is achieved in full Krsna consciousness when one is fully dependent on the good will of Krsna. Bhagavad-Gita As It is Books of A.C. Bhaktivedanta Swami --------------------------------------------------------- | Don't forget to chant: | | | | Hare Krishna Hare Krishna, Krishna Krishna Hare Hare | | Hare Rama Hare Rama, Rama Rama Hare Hare | | | | Kalki's Infoline BBS Aiken, South Carolina, USA | | |",19,talk.religion.misc,398
doc_13378,"/* This program doesn't detect edges with compass operators and a laplacian operator. It should output 2 raw grey-scale images with edges. The output doesn't look like edges at all. In novicee terms, how do I correct the errors? Any improvements are welcome. (I'll even accept your corrected code.) (If I convolve the INPUT.IMAGE with a digital gaussian [7 by 7] to remove noise, will I get an improvement with the laplacian.) --------------------------2 types of edge detection-------------------------*/ #include <stdio.h> #include <math.h> #define IMAGEWIDTH 300 #define IMAGEHEIGHT 300 unsigned char Input_Image [IMAGEHEIGHT][IMAGEWIDTH]; unsigned char Angles_Wanted [IMAGEHEIGHT][IMAGEWIDTH]; unsigned char Magnitude_Image [IMAGEHEIGHT][IMAGEWIDTH]; int Laplace_Op1 [3][3] = { 0,-1, 0, -1,4,-1, 0,-1, 0}; int Compass_Op1 [3][3] = { 1, 1, 1, 0,0, 0, -1,-1,-1}; int Compass_Op2 [3][3] = { 1, 1, 0, 1,0,-1, 0,-1,-1}; int Compass_Op3 [3][3] = { 1, 0,-1, 1,0,-1, 1, 0,-1}; int Compass_Op4 [3][3] = { 0,-1,-1, 1,0,-1, 1, 1, 0}; int Compass_Op5 [3][3] = {-1,-1,-1, 0,0, 0, 1, 1, 1}; int Compass_Op6 [3][3] = {-1,-1, 0, -1,0, 1, 0, 1, 1}; int Compass_Op7 [3][3] = {-1, 0, 1, -1,0, 1, -1, 0, 1}; int Compass_Op8 [3][3] = { 0, 1, 1, -1,0, 1, -1,-1, 0}; void Compass (row,col) int row,col; { int value; int op_rows, op_cols; int Compass1,Compass2,Compass3,Compass4; int Compass5,Compass6,Compass7,Compass8; Compass1 = Compass2 = Compass3 = Compass4 = 0; Compass5 = Compass6 = Compass7 = Compass8 = 0; for (op_rows = -1; op_rows < 2; op_rows++) for (op_cols = -1; op_cols < 2; op_cols++) { if (((row + op_rows) >= 0) && ((col + op_cols) >= 0)) { Compass1 += ((int) Input_Image [row + op_rows][col + op_cols]) * Compass_Op1 [op_rows + 1][op_cols + 1]; Compass2 += ((int) Input_Image [row + op_rows][col + op_cols]) * Compass_Op2 [op_rows + 1][op_cols + 1]; Compass3 += ((int) Input_Image [row + op_rows][col + op_cols]) * Compass_Op3 [op_rows + 1][op_cols + 1]; Compass4 += ((int) Input_Image [row + op_rows][col + op_cols]) * Compass_Op4 [op_rows + 1][op_cols + 1]; Compass5 += ((int) Input_Image [row + op_rows][col + op_cols]) * Compass_Op5 [op_rows + 1][op_cols + 1]; Compass6 += ((int) Input_Image [row + op_rows][col + op_cols]) * Compass_Op6 [op_rows + 1][op_cols + 1]; Compass7 += ((int) Input_Image [row + op_rows][col + op_cols]) * Compass_Op7 [op_rows + 1][op_cols + 1]; Compass8 += ((int) Input_Image [row + op_rows][col + op_cols]) * Compass_Op8 [op_rows + 1][op_cols + 1]; } } if (Compass1 < Compass2) value = Compass2; else value = Compass1; if (value < Compass3) value = Compass3; if (value < Compass4) value = Compass4; if (value < Compass5) value = Compass5; if (value < Compass6) value = Compass6; if (value < Compass7) value = Compass7; if (value < Compass8) value = Compass8; Magnitude_Image [row][col] = (char) value; } void Laplace1 (row,col) int row,col; { int op_rows, op_cols; Magnitude_Image [row][col] = 0; for (op_rows = -1; op_rows < 2; op_rows++) for (op_cols = -1; op_cols < 2; op_cols++) if (((row + op_rows) >= 0) && ((col + op_cols) >= 0)) Magnitude_Image [row][col] = (char) ((int)Magnitude_Image [row][col] + ((int) Input_Image [row + op_rows][col + op_cols] * Laplace_Op1 [op_rows + 1][op_cols + 1])); } main () { FILE *Original_Image_fp; FILE *Laplace1_mag_fp,*Laplace2_mag_fp,*Laplace3_mag_fp; FILE *Compass_mag_fp; int row, col, Algo_Count; Original_Image_fp = fopen (""INPUT.IMAGE"",""rb""); Laplace1_mag_fp = fopen (""Laplace1_Magnitude"",""wb""); Compass_mag_fp = fopen (""Compass_Magnitude"",""wb""); fread ((unsigned char *) Input_Image,sizeof(unsigned char),IMAGEHEIGHT * IMAGEWIDTH,Original_Image_fp); for (Algo_Count = 0; Algo_Count < 2;Algo_Count ++) { for (row = 0; row < IMAGEHEIGHT; row++) for (col = 0; col < IMAGEWIDTH; col++) if (!Algo_Count) Laplace1 (row,col); else Compass (row,col); if (!Algo_Count) fwrite(Magnitude_Image,sizeof(char),IMAGEHEIGHT * IMAGEWIDTH,Laplace1_mag_fp); else fwrite(Magnitude_Image,sizeof(char),IMAGEHEIGHT * IMAGEWIDTH,Compass_mag_fp); } }",1,comp.graphics,586
